video_id,surprise,sadness,fear,joy,disgust,neutral,anger
2mI-6hCkLqI,0.31247771836007127,0.4940285204991087,0.192602495543672,0.0005941770647653001,0.00029708853238265005,0.0,0.0
05UFBtf4wrA,0.0997352853758542,0.5828286076082003,0.24873426701594534,0.015044080000000001,0.027487400000000006,0.013666880000000003,0.012487500000000002
2MgF31SV2A8,0.09858196686779062,0.5820335680567877,0.2784757450754215,0.03417518,0.0016431599999999998,0.0033727,0.00169726
1QuBTc_fGr0,0.0908037053469852,0.41110334897610923,0.1926662808589306,0.21248135118031852,0.023059527090443687,0.05622670477815699,0.013560984215017065
1dj_SQk7PqQ,0.0005797101449275363,0.7492028985507246,0.25021739130434784,0.0,0.0,0.0,0.0
0ue-qTvNzL4,0.09293591160220996,0.6218409944751381,0.28473204419889503,0.00024552486187845305,6.138121546961326e-05,0.0001841436464088398,0.0
0fyT10GBqf8,0.18982492548570978,0.4112752116962901,0.1706477846544023,0.08530449269297306,0.025093406046102128,0.051782051869796966,0.06605287584503271
2W7TK69AUyQ,0.0005430782099539942,0.74935743412798,0.2500994876620661,0.0,0.0,0.0,0.0
23IyuuCxvYI,0.1401972693032015,0.6305214689265537,0.21574256120527308,0.009025800376647835,0.0045129001883239175,0.0,0.0
37wptu3XmCA,0.03146734212687472,0.7041730368745129,0.26096597735496874,0.001666483149816483,0.0004128294961628295,0.0012334334334334334,8.088088088088088e-05
2qabqu8jlKA,0.06930983025528481,0.6186432227583742,0.2471220876129967,0.028726082792749463,0.00436189832098923,0.020613947812432663,0.011264599743387622
2Gt81GMUATQ,0.4000000000000001,0.20000000000000004,0.4000000000000001,0.0,0.0,0.0,0.0
0qgQoaTzbvU,0.10464128560993426,0.6061182322863404,0.2892404821037253,0.0,0.0,0.0,0.0
2uzI_X11jIk,0.13762202651026392,0.5591183920234605,0.2623287786510264,0.026918161876832842,0.013309600938416422,0.00031512,0.00038784000000000003
27NBZx-_gEQ,0.1908653065580764,0.5265912507271668,0.18411070116734538,0.044539533465192946,0.016179720480899745,0.03225812595695171,0.005450145433391507
0ytyMKa8aps,0.1287112564272607,0.15851622702916338,0.07002528893638876,0.2529134963737241,0.1511957235444091,0.19945927221929063,0.03909659975599026
1wMCAkmlcMw,0.14499432860717265,0.3164335991225899,0.05617047753469773,0.137645982763414,0.16742777207501977,0.11801036654477022,0.05919350954855542
4cUmx_ZBxEI,0.12637916998151574,0.5985781700554529,0.25760689641404805,0.00874288177449168,0.0022107204436229203,0.0064821613308687605,0.0
0lqoSJR8sLA,0.039837046937481996,0.6743232785940652,0.22892339093056757,0.02845814176894267,0.007114535442235667,0.021343606326707003,0.0
0jwjUBh-cIE,0.05392804948445629,0.6230528624758912,0.2290795659843151,0.05480783601702061,0.024540379748668278,0.012153645030078722,0.0024392592349133566
3ec7JE-Dk8c,0.05517498525073747,0.674134395280236,0.27069061946902656,0.0,0.0,0.0,0.0
2Ddk3GlEAEw,0.2211900814198997,0.40710934776986013,0.3147307930324624,0.026836644444444443,0.009822911111111112,0.017526544444444445,0.0027770333333333335
3gDc0QEpUvA,0.08770920594641313,0.43680707865168533,0.19251668217804668,0.1414835166119274,0.03537087915298185,0.10611263745894556,0.0
-wVCBN8r-8E,0.3826666666666667,0.22383333333333336,0.39350000000000007,0.0,0.0,0.0,0.0
4h6vodPXmcQ,0.012761694402420575,0.7123365960665659,0.23776434190620274,0.024758245083207262,0.012379122541603631,0.0,0.0
4TjRkn8eXuA,0.07786761120094453,0.6429320345987013,0.2792003542003542,0.0,0.0,0.0,0.0
4Go7OnLf6QM,0.13815344741617358,0.5220694581459565,0.25651118311637083,0.03277049388560158,0.015701716370808676,0.009875415936883626,0.024914773175542405
5hYYdWV8e_U,0.06944806435918821,0.6903460674694191,0.24020586817139283,0.0,0.0,0.0,0.0
4JILPREpglY,0.05682243797195254,0.6718691477885652,0.2713084142394822,0.0,0.0,0.0,0.0
5OPz-AVIEig,0.03791579452054794,0.48473030821917806,0.2047724891552511,0.22029908704337897,0.014974877853881281,0.023474311358447488,0.013703669520547947
5ks9Mh1zEP4,0.09294188348247578,0.6212787747949292,0.28373839727815064,0.0008934444444444444,0.0001275,0.0006384444444444445,0.00038297222222222226
3I7ubAezajc,0.5611047464803731,0.2747579056953048,0.10096937985635414,0.03158398398398398,0.007895995995995995,0.023687987987987984,0.0
4YclmzEb5a4,0.17577741894514423,0.32411396958398625,0.2416264261332121,0.13193419803441112,0.03163572840768536,0.09459160279325346,0.00031659716430358626
7Dg9mB5yP8E,0.1269932485844749,0.5526447031963471,0.2917628082191781,0.024013260000000005,0.00114192,0.0022875,0.00114192
6B-6ybN_yLY,0.12931196134796563,0.5797398066979697,0.2457811136354044,0.030950141202291465,0.004014235897822283,0.006306696591925029,0.00388496436281594
4OxVNakXykE,0.03673751912832372,0.722216975596286,0.24104550527539034,0.0,0.0,0.0,0.0
5TSAGlNy4tw,0.07174620297734627,0.44769177087378637,0.18145266780817884,0.17524663918799646,0.02505822306560753,0.0672369032892027,0.03150659795233892
4UEtEuI_iko,0.10307427792387541,0.5914717185697809,0.28328362048442907,0.011085191510957325,0.002771297877739331,0.008313893633217993,0.0
4irwUQXHhLA,0.39928065866358503,0.2009890943375706,0.3997302469988444,0.0,0.0,0.0,0.0
79czHhILm94,0.16671152050739954,0.5789697816772376,0.20187094432699082,0.022285510077519378,0.011536410852713178,0.016145432558139532,0.0024752
7vs7cjgDm-A,0.021215469613259673,0.7208287292817679,0.25795580110497235,0.0,0.0,0.0,0.0
5VHUGJ1TEcA,0.012700859369324366,0.6831524845333451,0.23963102935948152,0.03674461127794461,0.006940640640640641,0.02029615170726282,0.0005274607941274607
5oTyJETIE_E,0.3949169764560099,0.20698915737298637,0.39809386617100373,0.0,0.0,0.0,0.0
6PQIPYSeP1I,0.26400741201827577,0.492722771281636,0.20636593830164482,0.015323765563377577,0.014617344729623158,0.0034777309739671847,0.0034777309739671847
942IgsXuSpE,0.13547541510025063,0.541170856359649,0.24566413894110278,0.046957031954887214,0.027074099310776936,0.001833,0.0018217291666666666
9fRDen5tKmM,0.054753668903803135,0.6788199552572707,0.26477637583892616,0.0011,0.00055,0.0,0.0
7mGogJMlbDg,0.19318809566708148,0.519181678545555,0.25238783354071614,0.014772790333195077,0.010815793059588,0.0050682693875293795,0.004570619726254666
9k94LlW_sy4,0.046193441282369456,0.6477732953419371,0.23914693193805522,0.03474047690729498,0.014259036464765933,0.004854759788209106,0.013029370700903483
8Om5O71KAK0,0.19958085275437665,0.47557632746273215,0.32484281978289126,0.0,0.0,0.0,0.0
6LkGW9fHoHc,0.05019326269646537,0.68098426379236,0.2688224735111745,0.0,0.0,0.0,0.0
8AMeRsZCJYs,0.2368922189671361,0.3010501831611894,0.22227419605633802,0.0743615992488263,0.06868396763693271,0.0606558813771518,0.03607826115805947
8EOxtY3M6Co,0.18538728341438934,0.4992341153703122,0.3007675086381509,0.008198568251320546,0.0018572004448151238,0.004224715040311371,0.0003283847650820128
8eJyq7rTRAo,0.14060568035203522,0.6230114135973598,0.23243394605060508,0.0013965866666666665,0.0010917066666666665,0.0011299466666666667,0.00033002666666666667
9o55GvpN0Oc,0.00987591295986364,0.6999910548506577,0.24097573998171312,0.024344785203303243,0.005909713911169101,0.018200341020176942,0.0007050601872492198
7On7vRBGz78,0.16494251551004926,0.39967353674630257,0.20731310709139175,0.15140965673113385,0.07526918392112247,0.0008712888888888889,0.0005226444444444444
a83_WplEhi0,0.042418017907165186,0.6783316961147192,0.2501624677944833,0.014644137603827526,0.010376068637851584,0.0019403683085078434,0.002123854785017576
A8E91JVS0Yg,0.003535662448979592,0.7401616616326531,0.24446479591836734,0.00215152,0.0053788,0.00215152,0.00215152
8KWtSIDgbgg,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.0,0.0,0.0,0.0
ah1CsGcBxBM,0.08213569209068011,0.5885493321914357,0.25988077440806046,0.02773406065491184,0.00606087516372796,0.017019105491183878,0.01861632
9KjFhykstys,0.005496679018732206,0.7124787357960044,0.24164985624447938,0.023913441757019743,0.004113566861273283,0.011904072838476507,0.00043803169307756465
aGLaHzdUYqw,0.000661183704842429,0.7492158724058418,0.25012294388931594,0.0,0.0,0.0,0.0
arMArpEUYE4,0.016435380003659576,0.6861868734325723,0.22069710140247775,0.03356774193548387,0.004790322580645162,0.02398709677419355,0.014388709677419356
CGZNoZIoISc,0.015811918419375397,0.6682863607393243,0.2246998087954111,0.024712045889101333,0.0037871255576800507,0.007012874442319949,0.055678266411727205
A0WeoOtEOeQ,0.10878697924550203,0.5934430118707681,0.2870469155503966,0.004688013333333333,0.002398333333333333,0.002933253333333334,0.0007014399999999999
bcUOe6hwfQE,0.06499540918163674,0.6665688123752495,0.2684357784431138,0.0,0.0,0.0,0.0
ck2P8azeuaA,0.027430204859456884,0.6722545974273463,0.2181145307289185,0.040158170557408286,0.02462991900905193,0.010053263458789903,0.007364459266317295
BAooQQozP4o,0.0002734731084776664,0.7496239744758432,0.2501025524156791,0.0,0.0,0.0,0.0
B5CoQl0vmBE,0.02866138448707256,0.7082499304976368,0.26,0.00154434250764526,0.000386085626911315,0.001158256880733945,0.0
bEgaUmjQT7A,0.15685216748768477,0.5138990311986864,0.29153328407224965,0.02514367816091954,0.01257183908045977,0.0,0.0
cOLa6AEfsv4,0.12582566323768274,0.5993232268543585,0.27485110990795886,0.0,0.0,0.0,0.0
AnCPYRGc5MA,0.01103920671243326,0.7348210907704043,0.2541397025171625,0.0,0.0,0.0,0.0
Bn7Fge6hys4,0.05289150554867021,0.5948969463166657,0.19022355873331834,0.08899515164850023,0.05805186344520442,0.007594794794794795,0.0073330497163830504
bhanqqnFRP8,0.02364616811594203,0.6949289855072465,0.24056772637681162,0.02594477333333334,0.0038255200000000002,0.010437973333333333,0.00064064
B4bvu7fBhzo,0.16889167030303032,0.4740305793939393,0.27148786424242427,0.03233146181818182,0.013209648484848485,0.024144407272727274,0.015942191515151517
AmlrcFsBvT0,0.40339168490153177,0.19886943836615611,0.39773887673231223,0.0,0.0,0.0,0.0
CNn30HQ3T7A,0.20381214,0.46610278,0.32139,0.00158032,0.0039508,0.00158032,0.00158032
AbvTt5TiBXk,0.11772062674677347,0.31442747872719184,0.05273751076991544,0.16286124778222813,0.11481241768283637,0.11929881289126242,0.11817857846016912
cHNK9gEmzqM,0.07186254834601138,0.6430000757566905,0.26725172357831245,0.008127861194527861,0.0028239239239239242,0.004788421755088422,0.0021512846179512846
c3mTRkyU2lY,0.12784751559157195,0.5766962699218827,0.2700878321336042,0.011305238970588235,0.004598184742647058,0.008675804227941177,0.0007875
c0EKDhMwLLc,0.047977070580790177,0.7072760138210783,0.2447469155981316,0.0,0.0,0.0,0.0
cVqwswSJWIU,0.04505606523955148,0.6880479102956167,0.2668960244648318,0.0,0.0,0.0,0.0
ce8EV6nsH6k,0.2528390658174097,0.5600522292993632,0.1871087048832272,0.0,0.0,0.0,0.0
cJGAFHbBGpg,0.0459442254947116,0.6665795812430757,0.25174077485798696,0.03000512927439533,0.0014268557130942452,0.002858284681679177,0.0014268557130942452
BNTexr6w2-c,0.041324748060944376,0.6859194317698749,0.25746450397227494,0.007538206645636775,0.002480525856463143,0.003265398732065399,0.0020138360582805026
CmbpMjHxSrM,0.13343163521703524,0.5417473052907453,0.2890181636363637,0.012698359279279276,0.003822587927927928,0.006227154594594594,0.013049887027027028
CEbCNktSdO4,0.18379695010660985,0.42080565742715004,0.2944847965884862,0.05045629793887705,0.012614074484719262,0.03784222345415779,0.0
CqskvKhA5eA,0.030047104060047763,0.6352021494370522,0.22895898208802457,0.07112993419481406,0.017926067788297508,0.01530024537273968,0.0014173459570112588
cXx3IedNhZA,0.040330644039678315,0.6308926215935562,0.21094790584977502,0.07789542299308656,0.03890260805977317,0.0006376376376376375,0.0003930930930930931
daij_q5Yu0o,0.06397915449781659,0.6484537706550219,0.2624376697816594,0.01376515004366812,0.004841055021834061,0.00408304,0.00244922
dFZVnsfj_S8,0.08753952676613228,0.5080209310227658,0.17974985636178295,0.14211939579279032,0.065816328421833,0.010486738949124271,0.006290492076730609
D5dcpAWmxCk,0.17829513025641028,0.4859838858741259,0.3119353303496504,0.015313579487179487,0.0019648611655011653,0.003542367272727272,0.0029576189277389277
D_yg6ziSjh0,0.11171863798045603,0.5910126345711185,0.2706922447122693,0.012234171639522258,0.002903782823018458,0.007080625993485342,0.004371897263843648
d133JJqxHvc,0.1986149413635354,0.2741898112369532,0.26132323839218297,0.14415357783699753,0.03042432445924939,0.08995848004441484,0.00131872
E3O-1mEA560,0.20462907725220808,0.3486891069676153,0.15032916847890088,0.1504979436506379,0.036562250912659466,0.10845863273797841,0.00082974
d4qCuZ27_xI,0.05577641735700198,0.6163118530966469,0.24377334224852074,0.06059412007889546,0.007047631163708087,0.013122918500986194,0.0033448092307692312
DT6yvJvare8,0.1576767466666667,0.52614,0.30367674666666666,0.006836586666666666,0.00229248,0.0033774399999999998,0.0
cQmOmeTK-HM,0.00022002200220022007,0.7496974697469747,0.25008250825082506,0.0,0.0,0.0,0.0
de56W-F93nw,0.1942701337724839,0.3699219639641116,0.14861579278780374,0.1850465878749618,0.03529196833425133,0.04252760760568272,0.02424538370149089
dZZyJ_wgQ2M,0.6521975642286947,0.2293347553398058,0.07346605376483281,0.012667413333333334,0.016511786666666667,0.009172960000000003,0.006640533333333334
e-55qy6PFio,0.016572172266919073,0.7272132631329863,0.2562145646000947,0.0,0.0,0.0,0.0
DmaCx78usPc,0.05709786223814002,0.5066443582832472,0.21558919679058572,0.09904666277027388,0.01643143177448733,0.028998696432724208,0.07614327019118686
dJNGi-bt9NM,0.4000000000000001,0.20000000000000004,0.4000000000000001,0.0,0.0,0.0,0.0
EH8xI-v5p3E,0.0566787191460974,0.6523849232821881,0.21803629086057372,0.047957705136757844,0.02349709806537692,0.001445263509006004,0.0
DpLR2uJSF1Q,0.0049102841403494985,0.7425332052640876,0.250208596014315,0.0009514736959181405,0.00021006562117673231,0.0005931264597931266,0.0005931264597931263
EEi-gCrCAZw,0.024349031900972592,0.6969409966401415,0.2430808179310345,0.023400785605658708,0.01136158026525199,0.0006982026878868259,0.00016909655172413793
dmlgAKIZ28o,0.07914407403585014,0.6145118970884826,0.2138637152286868,0.01762668223779335,0.041341941941941934,0.016945890334779223,0.01653137582026471
en0A6LDm35E,0.21185428571428572,0.4587003571428572,0.32944535714285716,0.0,0.0,0.0,0.0
DkRs6pPJ2k4,0.09282202445650227,0.47757827570059325,0.16229242475665936,0.17820485005749667,0.08910242502874834,0.0,0.0
dUm-iX3MI6g,0.3788731662024141,0.2290493964716806,0.3920774373259053,0.0,0.0,0.0,0.0
F3Tw9rwiZNw,0.18045165843330982,0.5845800988002823,0.2349682427664079,0.0,0.0,0.0,0.0
E41uFvssCPQ,0.23176173079640894,0.3228834773588184,0.302916755447437,0.10440475214596004,0.01135074915725456,0.020122901361135245,0.0065019796350999125
eDYqsJ6JYzk,0.04680779564647308,0.6762083305912603,0.2576086540981581,0.004822333444555666,0.0035045601156712273,0.005643754865977088,0.005404571237904572
Ef1jYWQrBzg,0.13008348736342584,0.6386071244341383,0.21874508461611394,0.009954462051709759,0.0015110925771476228,0.0007297748123436197,0.0003643035863219349
gdj-s7fp-oQ,0.0034177325581395347,0.7144622093023256,0.24142645348837208,0.020346802325581396,0.005086700581395349,0.015260101744186048,0.0
fda3k_iMzwI,0.10286627232142857,0.5214423363095237,0.24945109375,0.06971334077380952,0.024021527157738094,0.032505429687500004,0.0
fsEeDLn6Uso,0.028232758620689653,0.6674030172413794,0.22354525862068966,0.05387931034482758,0.02693965517241379,0.0,0.0
eVGe3sMnns4,0.1433960180392157,0.47902898300653607,0.19018568801742922,0.046950430239651425,0.06529231538126362,0.04028300043572985,0.03484484784313725
Exc7GY7k7Y4,0.03968148572464565,0.6955796162250882,0.23330704770280877,0.01924204281352643,0.008336628343179402,0.003853179190751445,0.0
EJRdDhnTRoo,0.0002259887005649718,0.7496892655367231,0.25008474576271184,0.0,0.0,0.0,0.0
FmIi4BwNoTw,0.18862148760330577,0.6064677685950413,0.2049107438016529,0.0,0.0,0.0,0.0
fUxcq2VX6N8,0.006153313142437592,0.7338373715124816,0.24579056534508076,0.009479166666666667,0.0047395833333333335,0.0,0.0
ewQ7Rm4GsAI,0.12959083954222841,0.5428697432169654,0.2780868970924527,0.02968690598412821,0.015416392552503664,0.0020604166666666666,0.0022888049450549455
gRj3lEl4naE,0.25540725948608134,0.3816379281798715,0.33519295430406854,0.012493423940042828,0.005137735674518201,0.008951408008565311,0.0011774920770877945
gXytqVIdFSw,0.005057758986175115,0.7311683188940092,0.24173172211981567,0.0096492,0.001377,0.0068952,0.0041361
EkBWgYOq4B4,0.3866299209084618,0.4554804150293657,0.15107344784595625,0.0012388388388388388,0.003097097097097097,0.0012388388388388388,0.0012388388388388388
FNuquyLiXKg,0.10140637552252796,0.6193159556006904,0.2176682817118389,0.028008675342008675,0.004984262039817595,0.01909047936825715,0.009561339116894673
FuClTNnOics,0.054545362656282195,0.6611511128160554,0.2536665584079377,0.007269301433094537,0.012848985035191933,0.005305107772349152,0.005201537587744485
g0cU7Xz2Hi8,0.07074196477466504,0.6394104382785221,0.25987522530247664,0.014353590742996348,0.006056879951278928,0.0086665280227365,0.0008937402517255381
gFM60VPkfvM,0.014997082911254568,0.729379010997025,0.2556239060917205,0.0,0.0,0.0,0.0
gF8ot5ulkBc,0.1898040777777778,0.42234542222222227,0.2962410555555555,0.03369982222222222,0.013837544444444443,0.028471500000000007,0.015600877777777777
fHZdWex_B2k,0.013292443082457089,0.7091731354507551,0.2474681552005216,0.024509142475809143,0.0024487153820487153,0.0020645645645645644,0.0010306306306306307
h97NiU7VP7w,0.020842116553450127,0.7105428673578834,0.2485861279942796,0.009320271719699678,0.0019048981051126206,0.005510475509474437,0.0033054701465856278
FIgksa3x11w,0.13969551591725507,0.29679900788934593,0.21573011093590805,0.17308706328030005,0.04356871862572346,0.13008996610880671,0.0010304843304843304
frXGpmF1SEs,0.049345771777969914,0.6368170544125137,0.2462222800716093,0.056713123649965745,0.002800680556717708,0.005380638636572589,0.002686014807377036
H3EmjxUGJVg,0.1473399055712937,0.5499076298394713,0.30275246458923516,0.0,0.0,0.0,0.0
h5wB0_odPPc,0.18343845141261866,0.4514345193076494,0.306751189279732,0.048905893333333346,0.00241808,0.004675386666666667,0.0023466666666666666
H5-exbEx4RI,0.04730509583917719,0.7076638265544647,0.24503107760635812,0.0,0.0,0.0,0.0
giE_KFEoHG4,0.13402890668446224,0.5575780257381565,0.29291944624362926,0.006533702329780761,0.0019041656035120088,0.004322968720354341,0.002720996813807272
gWYQfA8jD-U,0.4000000000000001,0.20000000000000004,0.4000000000000001,0.0,0.0,0.0,0.0
GxyYnhR9FW4,0.02061190739126223,0.7008723205284139,0.2411039662960452,0.012869099422002648,0.010497555135780944,0.01044294902429311,0.00359652986319653
HmOUhS2-BDw,0.14532190737018427,0.4595890232830821,0.2288238396649916,0.07278145889447236,0.027611570552763816,0.0553176725963149,0.010565633701842546
hJx0Tw8E0qQ,0.10817496398513914,0.4973228953420781,0.1910818055450249,0.13487227234816893,0.06688017287133217,0.0016678899082568808,0.0
HlNfP3iywvI,0.21433732346072185,0.5071432164543525,0.17141215498938428,0.021466906157112532,0.04816726539278132,0.01871690615711253,0.01871690615711253
hAuLt6MpijA,0.0026666666666666674,0.7463333333333333,0.251,0.0,0.0,0.0,0.0
hKiLP0cpyBI,0.1143475275031686,0.5160785102154626,0.2590657571102662,0.05138111011406845,0.012430601723700889,0.036158,0.01053632
H87IpEgUnmo,0.11071981941309256,0.5964425432656132,0.2910988261851016,0.0008694055680963131,0.00021735139202407828,0.0006520541760722348,0.0
HaukqQ85uSY,0.05580122699386503,0.00011685655857434999,0.05580122699386503,0.44414034472684777,0.11103508618171194,0.33310525854513584,0.0
hE1lSYd_Ua4,0.08762288639764304,0.6357574089698964,0.2762026208820435,0.00027805583361138915,0.00013902791680569458,0.0,0.0
HTcI-N0qxG8,0.09073049391491654,0.041527194399569194,0.15108709818704005,0.3905209774905762,0.07884493182552504,0.12578580039490217,0.1213107875067313
hRljdNpxZ5M,0.0007640644361833953,0.7489494114002478,0.2502865241635688,0.0,0.0,0.0,0.0
hs_wTr7g0_o,0.057082664252873554,0.6458393103448273,0.26469061781609193,0.0270692016091954,0.0013001744827586207,0.002662787356321839,0.0013390394252873563
ieBhINqUAyQ,0.19097109245172986,0.5317911128948309,0.18483796553518908,0.057147812713602184,0.026159364319890636,0.006275393028024607,0.0028166780587833215
HrsnHoARCkY,0.11772970709455229,0.5356719498577424,0.2768995456815129,0.034744402586296935,0.00860686567389664,0.026032150495538475,0.0003165495706479313
HLelVISFuUs,0.3760284392562652,0.27862880383724065,0.2515758770358394,0.05626619158178389,0.01955769292374023,0.01023178523309081,0.0076729718997574775
huC3s9lsf4k,0.4000000000000001,0.20000000000000004,0.4000000000000001,0.0,0.0,0.0,0.0
