video_id,sadness,fear,surprise,neutral,anger,joy,disgust
DUGb1ju-CNg,0.6578787878787878,0.27512396694214875,0.06699724517906337,0.0,0.0,0.0,0.0
2CBNPKSNTbc,0.684753937007874,0.2579005335433071,0.0353032894488189,0.00826584,0.0,0.01102112,0.00275528
5ZKacbr6y0g,0.6257243850993851,0.22090921278421277,0.014325585108918444,0.0501404231612565,0.0002706706706706706,0.07182284427284429,0.016803408765908766
2xuY5xR5CTE,0.7228727300930713,0.25131634953464327,0.025351354705274044,0.00017233712512926578,0.0,0.0002297828335056877,5.744570837642192e-05
94Yqy1mDd4I,0.6596608153073308,0.27077045559413315,0.06819235272215961,0.0,0.0,0.0009175842509175843,0.00045879212545879214
aHdyNI6KXZs,0.7289363095238095,0.2557446428571429,0.01531904761904762,0.0,0.0,0.0,0.0
ce8EV6nsH6k,0.49341074769230775,0.18224,0.2923354123076923,0.00445536,0.00445536,0.00945536,0.013638400000000002
cTzI53U3ir0,0.4391626300268097,0.15979622488829312,0.11455322984807863,0.034313158757819484,0.12510360705987486,0.0977158448168007,0.029328130205540662
1iEnf3brmYs,0.6686527436527436,0.23530460971338166,0.01780802046065204,0.007749930073614283,0.0051343951607109506,0.059510602548321835,0.005806694094413392
7fdLlY6Xk0g,0.6886989620758484,0.26653664670658683,0.04446439121756488,0.0,0.0,0.00019999999999999998,9.999999999999999e-05
3w2Rml46maE,0.6602010238194734,0.22002181362306727,0.046502402841621396,0.00029201838696197246,0.00024680317592979523,0.04828951107396574,0.024446301713330544
7gNmj_le7yc,0.5596853688239387,0.23857493187195544,0.07787386193458593,0.019547779297146833,0.02001496951983299,0.06188012139874739,0.02240518329853862
6x2lnzainA8,0.17352986512524085,0.35448528709055876,0.3544550366088632,0.043851593448940275,3.005780346820809e-05,0.059020589595375726,0.014627184971098267
AXk0zdTnXnA,0.5229513274336283,0.2785132743362832,0.16891039823008852,0.0,0.0,0.01975,0.009875
bwCY5A4ptPw,0.671089497791798,0.24072441777076758,0.028762244900105153,0.017123100157728707,0.010891945846477392,0.025654306624605678,0.0057599215036803365
bhanqqnFRP8,0.7496130393996248,0.2501055347091932,0.0002814258911819888,0.0,0.0,0.0,0.0
DOp2EdUYlYs,0.5282860800000001,0.28753948,0.16897281333333336,0.0027220266666666665,0.0016328133333333333,0.00814256,0.0027102666666666666
1PklQCn-VpQ,0.7193919427571116,0.24847909318745443,0.015279217388767325,0.0007191200000000001,0.0057529600000000005,0.00751692,0.00285956
22gc4xmZ28o,0.6106443844816885,0.23867648268156424,0.04498907796399752,0.02856972613283675,0.003394577777777778,0.06250973854748604,0.011197612414649288
bjkPQYWNTlg,0.7246809509178742,0.24361061217391305,0.016196623574879224,0.0026889600000000007,0.002674533333333334,0.0032366933333333337,0.006906133333333333
B5CoQl0vmBE,0.6489861056374817,0.2300950313702607,0.026279356117888227,0.015190512341888491,0.0027262083482266965,0.0705795024547318,0.006108332340442433
0UlnRnHWFqU,0.1611414902255639,0.07171611342201657,0.13104443565066512,0.19651077712743398,0.03952453657219973,0.24883952397917872,0.15114008828224407
b1U9W4iNDiQ,0.7136444444444444,0.2585853333333333,0.02480755555555556,0.0011110000000000002,0.0,0.0014813333333333336,0.0003703333333333334
BZ-Uhvt6ynI,0.5600522292993632,0.1871087048832272,0.2528390658174097,0.0,0.0,0.0,0.0
3Q1-KFB5Xv4,0.7411143790849674,0.24747385620915033,0.01141176470588235,0.0,0.0,0.0,0.0
8JUMXEgG0fw,0.3879506815544609,0.15773430240831968,0.08085658752052545,0.04176255314723589,0.09385827783251231,0.1839645190476191,0.053794251176792554
FuClTNnOics,0.6681194906953967,0.27233104799216457,0.05954946131243879,0.0,0.0,0.0,0.0
cFD3-Tppuz0,0.7003970951970088,0.24602441760138047,0.05247848720161059,0.0,0.0,0.0007333333333333333,0.00036666666666666667
-4_SF4w7Jw8,0.3468435323038694,0.17600663081292156,0.07616137681931132,0.05215083475328362,0.013700890308839189,0.3121570725949592,0.02280911253106141
DkRs6pPJ2k4,0.5765103528345974,0.26338482008135866,0.08693776228960834,0.007858760807852664,0.010810623553432843,0.04914193341771131,0.0053265798774805775
0ytyMKa8aps,0.583430373410855,0.24210879549895672,0.08347447530734095,0.02613207064852479,0.009871148251802294,0.035807276370501295,0.019179783017135216
e_RLJ13_iHg,0.2967263723325975,0.3685135784547462,0.3233834092126564,0.00426624,0.0,0.00568832,0.00142208
2kD9al2Bves,0.19975085747225826,0.39934345006485084,0.3998019887591872,0.0003056636402939905,0.00013973194984868135,0.0005174520824326272,0.00014082720853148868
DQCs3jF-Kso,0.6000088856571614,0.21097175133956741,0.08101383991039166,0.01756348167037822,0.01688579219613702,0.06665381037220118,0.006871991835210226
eOk85OsXCQw,0.748796453877332,0.2503282398516367,0.0008753062710312855,0.0,0.0,0.0,0.0
4wxc7OkHVw8,0.7482142857142857,0.250487012987013,0.001298701298701299,0.0,0.0,0.0,0.0
5TSAGlNy4tw,0.34849398642095053,0.11648797284190106,0.13404548981571288,0.0,0.0,0.2673150339476236,0.1336575169738118
5P_B9KFO2Ew,0.3183294260651629,0.14712695146198831,0.07492389590643275,0.13871766274018382,0.025741033333333333,0.2468435799498747,0.04827321720969089
eVGe3sMnns4,0.4963733333333332,0.2850950933333333,0.21296176,0.00208868,0.0,0.0027849066666666665,0.0006962266666666666
3I7ubAezajc,0.5988457255072418,0.2291859067249009,0.10302042193447515,0.009561992262222017,0.015479514219689088,0.03345532324078498,0.01043135365245902
A-Or5GXQE-w,0.4209167571585864,0.12912044425501687,0.11719729535073697,0.07523272313976204,0.07022114341324809,0.10501529990410229,0.08223288777126621
8NU04aijMqQ,0.5281698665453443,0.2832379393387928,0.12238436524112832,0.009773805530280053,0.0087067288140734,0.041775718794864025,0.005929074229097158
3HJA5I_-wzg,0.2973430996191977,0.11253734280106402,0.530909465836619,0.022203784403669727,0.0,0.029605045871559633,0.007401261467889908
8fknLQYMbHs,0.19727337489729835,0.3967662226281959,0.395814630467353,0.002853413169977285,0.0031697016818906776,0.0022194728335991495,0.0019031843216857573
AuIyyF5hvJg,0.22226749212066635,0.16215339186552602,0.06601021104007203,0.04395707263995197,0.021943370661864022,0.46144376574515983,0.021943370661864022
7K7FQACA-Ws,0.373823648996713,0.15156625036795374,0.2857480780552421,0.04354781435509983,0.03246833635873031,0.08749228370455772,0.025346431769121325
cOS5-n7dyj4,0.7493339561312725,0.2501449955134042,0.0004341392239697325,6.9513958402847295e-06,3.4701368034701366e-06,7.297297297297299e-05,3.4701368034701366e-06
FdYiY5rJUoc,0.749625510667272,0.2501021334543804,0.0002723558783477077,0.0,0.0,0.0,0.0
CHn6Zq1qDWo,0.2163761341880342,0.20516104615384617,0.17315583333333334,0.14699894871794872,0.004694092307692308,0.19443390085470086,0.05917018290598291
ErAR0WEs5VQ,0.47902898300653607,0.19018568801742922,0.1433960180392157,0.04028300043572985,0.03484484784313725,0.046950430239651425,0.06529231538126362
MbjHAGqTbnw,0.04951333051206094,0.06093948370715192,0.8895471857807872,0.0,0.0,0.0,0.0
gk8Ebbkc2jw,0.6320715980230642,0.2674953169028007,0.0863900450741351,0.00526614,0.0,0.00702152,0.00175538
9fRDen5tKmM,0.7035467306492088,0.2621710928532461,0.033075429830878335,0.0003430266666666666,0.00036262666666666665,0.0002892266666666666,0.00021194666666666666
muvPSWPcz0g,0.7082444324905861,0.23042544378698224,0.010414685314685316,0.015927272727272727,0.009554007530930608,0.022288757396449702,0.0031807423345884887
BUORD333-r0,0.5929347201901745,0.20865811806656098,0.15949827511885895,0.003182320744849445,0.0016196612678288434,0.03250783050713154,0.0015794412678288433
fDQ_WRMfZlU,0.5596172446727549,0.23834230574581428,0.1871596301369863,0.00371175,6.733333333333333e-05,0.008231125,0.0028705972222222223
IfuEMr27jSo,0.680349045660656,0.2689957148198211,0.05065523951952297,0.0,0.0,0.0,0.0
7tXwIASoADM,0.49490667270337074,0.2854334984172057,0.1656164047326077,0.01458276599358469,0.007676505842141241,0.027267624041646947,0.004520379024031131
DJRhRuu41w4,0.47757827570059325,0.16229242475665936,0.09282202445650227,0.0,0.0,0.17820485005749667,0.08910242502874834
